Exp1
Subject: NONAME
Date and start time: 06-05-2019 12:54:21

Ctrl Int: NONE
Level: Level1WC
Subject performance for different control interfaces. This list contains subject world coordinate points during trial among what interface he is using. 
Image of trail path is available.


______________________________________________________________________________________


Position 	 Time
-------------------------------------------------------------------------------------
(1,0, 1,1, 1,0)	0,0085131	
(1,0, 1,1, 1,0)	1,8012688	
(1,0, 1,1, 1,0)	2,8043128	
(1,0, 1,1, 1,0)	3,8183736	
(1,0, 1,1, 1,0)	4,8369402	
(1,0, 1,1, 1,0)	5,8509992	
(1,0, 1,1, 1,0)	6,8520384	
(1,0, 1,1, 1,0)	7,8560849	
(1,0, 1,1, 1,0)	8,8576252	
(1,0, 1,1, 1,0)	9,8591829	
(1,0, 1,1, 1,0)	10,8687337	
(1,0, 1,1, 1,0)	11,8702761	
(1,0, 1,1, 1,0)	12,8788281	
(1,0, 1,1, 1,0)	13,878866	
(1,0, 1,1, 1,0)	14,9199668	
(1,0, 1,1, 1,0)	15,9310228	
(1,0, 1,1, 1,0)	16,933062	
(1,0, 1,1, 1,0)	20,1389936	
(1,0, 1,1, 1,0)	21,1525536	
(1,0, 1,1, 1,0)	22,1656119	
(1,0, 1,1, 1,0)	23,1791819	
(1,0, 1,1, 1,0)	24,1862438	
(1,0, 1,1, 1,0)	25,197329	
(1,0, 1,1, 1,0)	26,2189126	
(1,0, 1,1, 1,0)	27,2236248	
(1,0, 1,1, 1,0)	28,2411891	
(1,0, 1,1, 1,0)	29,2472382	
(1,0, 1,1, 1,0)	30,2547882	
(1,0, 1,1, 1,0)	31,2558281	
(1,0, 1,1, 1,0)	32,2613733	
(1,0, 1,1, 1,0)	33,2639152	
(1,0, 1,1, 1,0)	34,2719657	
(1,0, 1,1, 1,0)	35,280517	
(1,0, 1,1, 1,0)	36,3035909	
(1,0, 1,1, 1,0)	37,3051688	
(1,0, 1,1, 1,0)	38,3072425	
(1,0, 1,1, 1,0)	39,3132891	
(1,0, 1,1, 1,0)	40,3178343	
(1,0, 1,1, 1,0)	41,319876	
(1,0, 1,1, 1,0)	42,3259255	
(1,0, 1,1, 1,0)	43,3294681	
(1,0, 1,1, 1,0)	44,3320091	
(1,0, 1,1, 1,0)	45,3390589	
(1,0, 1,1, 1,0)	46,3443909	
(1,0, 1,1, 1,0)	47,3469331	
(1,0, 1,1, 1,0)	48,3535181	
(1,0, 1,1, 1,0)	49,3610964	
(1,0, 1,1, 1,0)	50,3641373	
(1,0, 1,1, 1,0)	51,3647539	
(1,0, 1,1, 1,0)	52,3723048	
(1,0, 1,1, 1,0)	53,377851	
(1,0, 1,1, 1,0)	54,3811017	
(1,0, 1,1, 1,0)	55,3916557	
(1,0, 1,1, 1,0)	56,3957357	
(1,0, 1,1, 1,0)	57,3990287	
(1,0, 1,1, 1,0)	58,404075	
(1,0, 1,1, 1,0)	59,4101245	
(1,0, 1,1, 1,0)	60,4186739	
(1,0, 1,1, 1,0)	61,4255567	
(1,0, 1,1, 1,0)	62,4286007	
(1,0, 1,1, 1,0)	63,4341614	
(1,0, 1,1, 1,0)	64,4342142	
(1,0, 1,1, 1,0)	65,4382576	
(1,0, 1,1, 1,0)	66,4413001	
(1,0, 1,1, 1,0)	67,4423392	
(1,0, 1,1, 1,0)	68,4443816	
(1,0, 1,1, 1,0)	69,4509312	
(1,0, 1,1, 1,0)	70,4519707	
(1,0, 1,1, 1,0)	71,4570152	
(1,0, 1,1, 1,0)	72,4627448	
(1,0, 1,1, 1,0)	73,4648353	
(1,0, 1,1, 1,0)	74,4703839	
(1,0, 1,1, 1,0)	75,4714473	
(1,0, 1,1, 1,0)	76,4739883	
(1,0, 1,1, 1,0)	77,4776176	
(1,0, 1,1, 1,0)	78,4826747	
(1,0, 1,1, 1,0)	79,48672	
(1,0, 1,1, 1,0)	80,4932687	
(1,0, 1,1, 1,0)	81,4938133	
(1,0, 1,1, 1,0)	82,4938496	
(1,0, 1,1, 1,0)	83,5024016	
(1,0, 1,1, 1,0)	84,5104527	
(1,0, 1,1, 1,0)	85,5165344	
(1,0, 1,1, 1,0)	86,5205803	
(1,0, 1,1, 1,0)	87,5236218	
(1,0, 1,1, 1,0)	88,529671	
(1,0, 1,1, 1,0)	89,5377199	
(1,0, 1,1, 1,0)	163,3649219	
(1,0, 1,1, 1,0)	164,9764008	
Experiment and Logging terminated
