Exp1
Subject: NONAME
Date and start time: 06-05-2019 11:18:55

Ctrl Int: NONE
Level: Level1WC
Subject performance for different control interfaces. This list contains subject world coordinate points during trial among what interface he is using. 
Image of trail path is available.


______________________________________________________________________________________


Position 	 Time
-------------------------------------------------------------------------------------
(1,0, 1,1, 1,0)	0,0070334	
(1,0, 1,1, 1,0)	1,7461848	
(1,0, 1,1, 1,0)	2,7517316	
(1,0, 1,1, 1,0)	3,7522712	
(1,0, 1,1, 1,0)	4,7678475	
(1,0, 1,1, 1,0)	5,7688873	
(1,0, 1,1, 1,0)	6,7699272	
(1,3, 1,1, 1,0)	7,7704658	
(1,7, 1,1, 1,0)	8,782022	
(2,7, 1,1, 1,0)	9,7840799	
(3,8, 1,1, 1,0)	10,802146	
(5,0, 1,1, 1,0)	11,8031864	
(6,4, 1,1, 1,0)	12,8147423	
(7,9, 1,1, 1,0)	13,822808	
(9,7, 1,1, 1,1)	14,8253505	
(11,1, 1,1, 1,6)	15,8303965	
(11,7, 1,1, 3,0)	16,8464594	
(11,8, 1,1, 4,6)	17,8730386	
(10,9, 1,1, 5,6)	18,8911043	
(9,5, 1,1, 6,1)	19,901159	
(8,0, 1,1, 6,2)	20,9011963	
(6,4, 1,1, 6,4)	21,9187615	
(4,9, 1,1, 6,1)	22,931319	
(3,7, 1,1, 5,1)	23,9418739	
(3,7, 1,1, 3,7)	24,9424151	
(3,8, 1,1, 2,2)	25,9649856	
(3,9, 1,1, 0,6)	26,9660254	
(3,7, 1,1, -0,9)	27,9735755	
(3,4, 1,1, -2,6)	28,9776207	
(3,2, 1,1, -4,2)	30,0027037	
(2,6, 1,1, -5,8)	31,0117546	
(1,6, 1,1, -7,2)	32,0208117	
(0,1, 1,1, -8,0)	33,0293637	
(-1,6, 1,1, -8,5)	34,0429225	
(-3,2, 1,1, -8,9)	35,0554796	
(-5,0, 1,1, -9,3)	36,0615272	
(-6,7, 1,1, -9,6)	37,067074	
(-8,5, 1,1, -9,9)	38,0796318	
(-10,2, 1,1, -10,1)	39,0861799	
(-11,9, 1,1, -9,8)	40,0932294	
(-13,3, 1,1, -8,7)	41,0982862	
(-13,2, 1,1, -7,3)	42,1018301	
(-12,1, 1,1, -6,5)	43,1073766	
(-11,2, 1,1, -6,1)	44,1159288	
(-10,9, 1,1, -6,4)	45,1279864	
(-10,7, 1,1, -6,5)	46,1355349	
(-10,6, 1,1, -6,6)	47,14008	
(-10,5, 1,1, -6,7)	48,1556439	
(-10,4, 1,1, -6,7)	49,1681999	
(-10,3, 1,1, -6,9)	50,1767518	
(-10,1, 1,1, -6,9)	51,1903115	
(-10,0, 1,1, -6,9)	52,2083764	
(-9,9, 1,1, -6,9)	53,2244395	
(-9,7, 1,1, -6,9)	54,2349938	
(-9,5, 1,1, -6,9)	55,2375441	
(-9,1, 1,1, -6,9)	56,2415863	
(-8,6, 1,1, -6,9)	57,2641717	
(-8,2, 1,1, -6,8)	58,284241	
(-7,9, 1,1, -6,8)	59,2877849	
(-7,5, 1,1, -6,8)	60,2983398	
(-7,0, 1,1, -6,8)	61,3088943	
(-6,3, 1,1, -6,7)	62,3154421	
(-5,4, 1,1, -6,7)	63,3269983	
(-4,3, 1,1, -6,7)	64,334548	
(-3,1, 1,1, -6,7)	65,3526141	
(-1,8, 1,1, -6,8)	66,3696785	
(-0,4, 1,1, -6,8)	67,369717	
(1,0, 1,1, -6,8)	68,3727598	
(2,5, 1,1, -6,9)	69,383314	
(4,1, 1,1, -6,9)	70,3983758	
(5,7, 1,1, -6,9)	71,4044234	
(7,4, 1,1, -6,9)	72,4124743	
(9,1, 1,1, -7,0)	73,4185215	
(10,8, 1,1, -7,0)	74,4200628	
(12,5, 1,1, -7,0)	75,4336209	
(13,3, 1,1, -7,1)	76,4391683	
(13,3, 1,1, -7,1)	77,4477218	
(13,2, 1,1, -7,1)	78,4487592	
(13,1, 1,1, -7,1)	79,4558087	
(13,1, 1,1, -7,1)	80,4678654	
(13,1, 1,1, -7,1)	81,4814254	
(13,0, 1,1, -7,1)	82,4999914	
(13,0, 1,1, -7,1)	83,5090435	
(13,1, 1,1, -7,1)	84,5231031	
(13,2, 1,1, -7,1)	85,5301523	
(13,5, 1,1, -7,2)	86,5552288	
(13,9, 1,1, -7,2)	87,5582718	
(14,4, 1,1, -7,3)	88,5738341	
(14,9, 1,1, -7,4)	89,5888954	
(15,5, 1,1, -7,4)	90,5959449	
(16,2, 1,1, -7,5)	91,6034946	
(16,9, 1,1, -7,6)	92,6105438	
(17,6, 1,1, -7,6)	93,6115833	
(18,4, 1,1, -7,6)	94,6246416	
(19,2, 1,1, -7,6)	95,6336962	
(20,0, 1,1, -7,7)	96,6682859	
(20,8, 1,1, -7,7)	97,6713283	
(21,7, 1,1, -7,7)	98,6798799	
(22,5, 1,1, -7,5)	99,6859272	
(23,1, 1,1, -7,0)	100,7024909	
(23,6, 1,1, -6,4)	101,7035307	
(23,7, 1,1, -5,6)	102,7180911	
(23,4, 1,1, -5,0)	103,7281451	
(23,1, 1,1, -4,4)	104,7371976	
(22,5, 1,1, -4,0)	105,754262	
(21,9, 1,1, -3,9)	106,783349	
(21,2, 1,1, -3,8)	107,7908997	
(20,6, 1,1, -3,6)	108,7919388	
(20,0, 1,1, -3,2)	109,8085025	
(19,4, 1,1, -2,6)	110,8250658	
(19,0, 1,1, -2,0)	111,8276087	
(18,8, 1,1, -1,3)	112,8406664	
(18,8, 1,1, -0,6)	113,8657431	
(19,0, 1,1, 0,0)	114,8692873	
(19,3, 1,1, 0,7)	115,8838477	
(19,5, 1,1, 1,4)	116,8949028	
(19,6, 1,1, 2,2)	117,9034547	
(19,6, 1,1, 2,9)	118,9100031	
(19,6, 1,1, 3,8)	119,9145477	
(19,4, 1,1, 4,6)	120,9386231	
(19,1, 1,1, 5,4)	121,9496838	
(18,6, 1,1, 6,1)	122,9602377	
(18,1, 1,1, 6,8)	123,9647832	
(17,6, 1,1, 7,5)	124,9698298	
(17,1, 1,1, 8,3)	125,9763782	
(16,5, 1,1, 9,1)	126,98543	
(15,9, 1,1, 9,9)	128,005499	
(15,4, 1,1, 10,7)	129,0230646	
(14,8, 1,1, 11,5)	130,0246055	
(14,3, 1,1, 12,2)	131,0256444	
(13,7, 1,1, 13,0)	132,0362067	
(13,1, 1,1, 13,8)	133,0402508	
(12,6, 1,1, 14,6)	134,0578166	
(11,9, 1,1, 15,5)	135,0683706	
(11,2, 1,1, 16,6)	136,1014606	
(10,4, 1,1, 17,7)	137,1140352	
Experiment and Logging terminated
