Exp1
Subject: NONAME
Date and start time: 06-05-2019 10:56:01

Ctrl Int: NONE
Level: Level1WC
Subject performance for different control interfaces. This list contains subject world coordinate points during trial among what interface he is using. 
Image of trail path is available.


______________________________________________________________________________________


Position 	 Time
-------------------------------------------------------------------------------------
(1,0, 1,1, 1,0)	0,0070101	
(1,0, 1,1, 1,0)	1,753696	
(1,0, 1,1, 1,0)	2,774766	
(1,0, 1,1, 1,0)	3,7903295	
(1,0, 1,1, 1,0)	4,7958763	
(1,0, 1,1, 1,0)	5,8004224	
(1,0, 1,1, 1,0)	6,8029827	
(1,0, 1,1, 1,0)	7,8365716	
(1,1, 1,1, 1,0)	8,8501307	
(1,3, 1,1, 1,0)	9,8601845	
(1,5, 1,1, 1,0)	10,8687361	
(1,8, 1,1, 1,0)	11,8958158	
(2,6, 1,1, 1,2)	12,89936	
(3,3, 1,1, 1,4)	13,9014005	
(4,0, 1,1, 1,6)	14,9274792	
(4,9, 1,1, 2,0)	15,9295216	
(5,7, 1,1, 2,9)	16,9546039	
(6,3, 1,1, 4,2)	17,9626538	
(7,1, 1,1, 5,5)	18,9812207	
(8,0, 1,1, 6,7)	19,9957817	
(8,7, 1,1, 7,7)	21,0038323	
(9,4, 1,1, 8,6)	22,0048721	
(9,9, 1,1, 9,3)	23,0274479	
(10,4, 1,1, 9,9)	24,0430099	
(10,7, 1,1, 10,5)	25,054087	
(10,8, 1,1, 10,8)	26,0551259	
Experiment and Logging terminated
