Exp1
Subject: NONAME
Date and start time: 06-05-2019 10:57:42

Ctrl Int: NONE
Level: Level1WC
Subject performance for different control interfaces. This list contains subject world coordinate points during trial among what interface he is using. 
Image of trail path is available.


______________________________________________________________________________________


Position 	 Time
-------------------------------------------------------------------------------------
(1,0, 1,1, 1,0)	0,0065102	
(1,0, 1,1, 1,0)	1,8152927	
(1,0, 1,1, 1,0)	2,8178352	
(1,0, 1,1, 1,0)	3,826902	
(1,3, 1,1, 1,0)	4,838959	
(1,5, 1,1, 1,0)	5,8410007	
(1,5, 1,1, 1,0)	6,8585657	
(2,0, 1,1, 1,0)	7,8646142	
(2,0, 1,1, 1,0)	8,8731643	
(2,1, 1,1, 1,0)	9,8827175	
(2,2, 1,1, 1,1)	10,8932721	
(2,2, 1,1, 1,1)	11,9098354	
(2,3, 1,1, 1,1)	12,9128918	
(2,4, 1,1, 1,1)	13,9189397	
(2,4, 1,1, 1,1)	14,9309967	
(2,4, 1,1, 1,1)	15,9435539	
(2,5, 1,1, 1,1)	16,9440925	
(2,6, 1,1, 1,1)	17,9536461	
(2,7, 1,1, 1,1)	18,9581906	
(3,0, 1,1, 1,1)	19,9632369	
(3,5, 1,1, 1,2)	20,9808022	
(4,1, 1,1, 1,4)	21,9973662	
(4,9, 1,1, 1,9)	23,0014108	
(5,6, 1,1, 2,9)	24,0074581	
(6,5, 1,1, 3,9)	25,014507	
(7,2, 1,1, 5,2)	26,0235594	
(8,1, 1,1, 6,3)	27,0386207	
(8,9, 1,1, 7,3)	28,0411626	
(9,5, 1,1, 8,1)	29,0517171	
(10,1, 1,1, 8,9)	30,0652762	
(10,1, 1,1, 8,9)	31,0783349	
(10,1, 1,1, 8,9)	32,0808771	
(10,1, 1,1, 8,9)	33,0824174	
(10,0, 1,1, 8,8)	34,0859616	
(10,0, 1,1, 8,7)	35,0900056	
(9,9, 1,1, 8,7)	36,093049	
(9,9, 1,1, 8,6)	37,0965987	
(9,9, 1,1, 8,5)	38,1161722	
(9,9, 1,1, 8,5)	39,1307338	
(10,2, 1,1, 8,8)	40,135279	
(10,5, 1,1, 9,3)	41,1373201	
(10,9, 1,1, 9,7)	42,1478737	
Experiment and Logging terminated
