Exp1
Subject: NONAME
Date and start time: 06-05-2019 12:03:01

Ctrl Int: NONE
Level: Level1WC
Subject performance for different control interfaces. This list contains subject world coordinate points during trial among what interface he is using. 
Image of trail path is available.


______________________________________________________________________________________


Position 	 Time
-------------------------------------------------------------------------------------
(1,0, 1,1, 1,0)	0,0065086	
(1,0, 1,1, 1,0)	1,6981111	
(1,0, 1,1, 1,0)	2,6991512	
(1,0, 1,1, 1,0)	3,7031968	
(1,0, 1,1, 1,0)	4,710745	
(1,0, 1,1, 1,0)	5,7118003	
(1,0, 1,1, 1,0)	6,7173794	
(1,0, 1,1, 1,0)	7,728966	
(1,0, 1,1, 1,0)	8,7330125	
(1,0, 1,1, 1,0)	9,7585867	
(1,0, 1,1, 1,0)	10,7661383	
(1,0, 1,1, 1,0)	11,7701814	
(1,0, 1,1, 1,0)	12,794757	
(1,0, 1,1, 1,0)	13,7963523	
(1,0, 1,1, 1,0)	14,8039489	
(1,0, 1,1, 1,0)	15,8115129	
Experiment and Logging terminated
